"Latitude","Longitude","Fuel Voltage Signal 1","Fuel Voltage Signal 2"
"-7.682387","34.929096",1223,2264
"-7.682387","34.929096",1223,2264
"-7.682387","34.929096",1223,2264
"-7.682387","34.929096",1223,2264
"-7.682387","34.929096",1223,2263
"-7.682387","34.929096",1222,2263
"-7.682387","34.929096",1222,2263
"-7.682387","34.929096",1222,2263
"-7.682387","34.929096",1222,2263
"-7.682387","34.929096",1222,2263
"-7.682387","34.929096",1222,2263
"-7.682387","34.929096",1222,2263
"-7.682387","34.929096",1221,2263
"-7.682387","34.929096",1221,2263
"-7.682387","34.929096",1221,2263
"-7.682387","34.929096",1221,2263
"-7.682387","34.929096",1221,2263
"-7.682387","34.929096",1221,2263
"-7.682410","34.929078",1221,2263
"-7.682410","34.929078",1221,2263
"-7.682410","34.929078",1221,2263
"-7.682410","34.929078",1221,2264
"-7.682410","34.929078",1221,2264
"-7.682410","34.929078",1222,2264
"-7.682410","34.929078",1222,2264
"-7.682410","34.929078",1222,2263
"-7.682410","34.929078",1222,2261
"-7.682410","34.929078",1222,2261
"-7.682410","34.929078",1222,2261
"-7.682410","34.929078",1222,2261
"-7.682410","34.929078",1221,2262
"-7.682410","34.929078",1219,2262
"-7.682410","34.929078",1220,2262
"-7.682410","34.929078",1220,2263
"-7.682410","34.929078",1220,2263
"-7.682410","34.929078",1220,2263
"-7.682410","34.929078",1221,2261
"-7.682410","34.929078",1221,2260
"-7.682410","34.929078",1222,2261
"-7.682410","34.929078",1222,2261
"-7.682410","34.929078",1220,2262
"-7.682410","34.929078",1219,2261
"-7.682410","34.929078",1220,2259
"-7.682410","34.929078",1220,2259
"-7.682410","34.929078",1221,2260
"-7.682410","34.929078",1220,2261
"-7.682410","34.929078",1218,2259
"-7.682410","34.929078",1219,2258
"-7.682410","34.929078",1220,2259
"-7.682410","34.929078",1221,2260
"-7.682410","34.929078",1218,2257
"-7.682410","34.929078",1218,2258
"-7.682410","34.929078",1219,2258
"-7.682410","34.929078",1220,2259
"-7.682410","34.929078",1219,2260
"-7.682410","34.929078",1218,2257
"-7.682410","34.929078",1218,2257
"-7.682410","34.929078",1219,2258
"-7.682410","34.929078",1220,2259
"-7.682410","34.929078",1217,2259
"-7.682410","34.929078",1217,2258
"-7.682410","34.929078",1218,2256
"-7.682417","34.929048",1219,2256
"-7.682417","34.929048",1220,2257
"-7.682417","34.929048",1217,2258
"-7.682411","34.929031",1217,2258
"-7.682411","34.929031",1218,2255
"-7.682411","34.929031",1219,2256
"-7.682411","34.929031",1220,2256
"-7.682411","34.929031",1217,2257
"-7.682411","34.929031",1218,2257
"-7.682411","34.929031",1219,2257
"-7.682411","34.929031",1219,2255
"-7.682372","34.929017",1220,2256
"-7.682372","34.929017",1217,2257
"-7.682372","34.929044",1218,2258
"-7.682357","34.929072",1219,2258
"-7.682357","34.929072",1220,2259
"-7.682357","34.929072",1221,2255
"-7.682404","34.928990",1218,2256
"-7.682404","34.928990",1219,2257
"-7.682404","34.928990",1220,2257
"-7.682404","34.928990",1221,2258
"-7.682404","34.928990",1222,2258
"-7.682404","34.928990",1222,2259
"-7.682404","34.928990",1223,2259
"-7.682404","34.928990",1220,2260
"-7.682403","34.928947",1221,2257
"-7.682403","34.928947",1221,2257
"-7.682403","34.928947",1222,2258
"-7.682403","34.928947",1223,2259
"-7.682403","34.928947",1224,2259
"-7.682403","34.928947",1224,2260
"-7.682392","34.929030",1225,2260
"-7.682392","34.929030",1223,2261
"-7.682392","34.929030",1223,2262
"-7.682392","34.929030",1223,2262
"-7.682392","34.929030",1224,2258
"-7.682392","34.929030",1224,2259
"-7.682392","34.929030",1225,2259
"-7.682392","34.929030",1226,2260
"-7.682392","34.929030",1226,2261
"-7.682392","34.929030",1227,2262
"-7.682392","34.929030",1223,2262
"-7.682392","34.929030",1224,2259
"-7.682392","34.929030",1225,2259
"-7.682392","34.929030",1225,2260
"-7.682392","34.929030",1226,2260
"-7.682392","34.929030",1227,2261
"-7.682392","34.929030",1228,2261
"-7.682413","34.929058",1228,2262
"-7.682413","34.929058",1228,2262
"-7.682413","34.929058",1226,2263
"-7.682413","34.929058",1226,2264
"-7.682413","34.929058",1227,2260
"-7.682413","34.929058",1228,2261
"-7.682407","34.929040",1229,2261
"-7.682407","34.929038",1229,2261
"-7.682407","34.929038",1229,2261
"-7.682407","34.929038",1231,2262
"-7.682407","34.929038",1229,2262
"-7.682412","34.929048",1227,2263
"-7.682412","34.929048",1228,2263
"-7.682412","34.929048",1228,2264
"-7.682412","34.929048",1228,2264
"-7.682412","34.929048",1229,2265
"-7.682412","34.929048",1229,4202
"-7.682412","34.929048",1230,2266
"-7.682412","34.929048",1230,2265
"-7.682412","34.929048",1231,2262
"-7.682412","34.929048",1232,2262
"-7.682466","34.929061",1232,2263
"-7.682477","34.929071",1233,2263
"-7.682477","34.929071",1234,1264
"-7.682477","34.929071",1232,2264
"-7.682477","34.929071",1230,2264
"-7.682477","34.929071",1231,2264
"-7.682477","34.929071",931,2265
"-7.682477","34.929071",1232,2265
"-7.682477","34.929071",1232,2265
"-7.682477","34.929071",1233,2265
"-7.682477","34.929071",1233,2265
"-7.682477","34.929071",1233,2265
"-7.682477","34.929071",1234,2265
"-7.682477","34.929071",1235,2266
"-7.682477","34.929071",1235,2266
"-7.682477","34.929071",1235,2265
"-7.682477","34.929071",1235,2265
"-7.682477","34.929071",1236,2266
"-7.682480","34.929075",1236,2266
"-7.682480","34.929075",1236,2266
"-7.682480","34.929075",1237,2266
"-7.682455","34.929077",1237,2266
"-7.682455","34.929077",1237,2265
"-7.682429","34.929093",1237,2265
"-7.682429","34.929093",1237,2265
"-7.682429","34.929093",1237,2265
"-7.682429","34.929093",1237,2264
"-7.682429","34.929093",1237,2264
"-7.682429","34.929093",1237,2264
"-7.682429","34.929093",1237,2263
"-7.682429","34.929093",1237,2268
"-7.682429","34.929093",1236,2267
"-7.682429","34.929093",1236,2266
"-7.682429","34.929093",1236,2266
"-7.682429","34.929093",1235,2266
"-7.682429","34.929093",1235,2265
"-7.682429","34.929093",1234,2265
"-7.682429","34.929093",1234,2264
"-7.682429","34.929093",1233,2263
"-7.682429","34.929093",1236,2263
"-7.682429","34.929093",1236,2267
"-7.682429","34.929093",1235,2266
"-7.682429","34.929093",1234,2266
"-7.682429","34.929093",1234,2265
"-7.682429","34.929093",1233,2265
"-7.682429","34.929093",1232,2264
"-7.682429","34.929093",1231,2264
"-7.682429","34.929093",1235,2263
"-7.682429","34.929093",1234,2263
